review_id,source_type,platform,drug,condition,date,user_id,title,text,combined_text,rating
REV_000069,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_19,,"For Cardiovascular Risk Reduction ""I have been using this medication Ozempic for several months. My dose is 1mg per week. This medication has made me feel sick from my first dose. I've lost 15 lbs but have bloating, gas, burping, and most recently hiccups for over a week. I will not be using this medication anymore.""","For Cardiovascular Risk Reduction ""I have been using this medication Ozempic for several months. My dose is 1mg per week. This medication has made me feel sick from my first dose. I've lost 15 lbs but have bloating, gas, burping, and most recently hiccups for over a week. I will not be using this medication anymore.""",
REV_000070,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_20,,"For Type 2 Diabetes ""Well, so far and this is my 3rd week (I'm taking it for weight loss only) and I'm a little sick in my stomach, but no throwing up or bad gas. Fingers crossed, I hope I don't. Some of these side effects sound awful. I've lost about 2 pounds a week so far, and if this keeps up, I am going all the way with this. I take 0.25 so far. My doctor wanted me to try because I've lost 275 pounds all by myself, and I've been at a standstill. He wants me to get over this hump, so I'm trying this and so far so good. I hope it continues to be good for me. I hate it's not for some... And by the way, I've never had diabetes. So I'm taking it only for weight issues. I'm 50, and it's taken me 4 years to lose the 275lb.""","For Type 2 Diabetes ""Well, so far and this is my 3rd week (I'm taking it for weight loss only) and I'm a little sick in my stomach, but no throwing up or bad gas. Fingers crossed, I hope I don't. Some of these side effects sound awful. I've lost about 2 pounds a week so far, and if this keeps up, I am going all the way with this. I take 0.25 so far. My doctor wanted me to try because I've lost 275 pounds all by myself, and I've been at a standstill. He wants me to get over this hump, so I'm trying this and so far so good. I hope it continues to be good for me. I hate it's not for some... And by the way, I've never had diabetes. So I'm taking it only for weight issues. I'm 50, and it's taken me 4 years to lose the 275lb.""",
REV_000071,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_21,,"For Cardiovascular Risk Reduction ""70 years old, not diabetic but obese at 170 lbs, 5’2” tall female. Started weekly on 4/29/2021 and as of 9/16/2021 I am at 140 lbs. Cannot eat as much as I used to or I get nauseous. Slow loss, about 7-8 lbs a month. Plateau every so often and then lose 3 lbs immediately. Extremely happy with results.""","For Cardiovascular Risk Reduction ""70 years old, not diabetic but obese at 170 lbs, 5’2” tall female. Started weekly on 4/29/2021 and as of 9/16/2021 I am at 140 lbs. Cannot eat as much as I used to or I get nauseous. Slow loss, about 7-8 lbs a month. Plateau every so often and then lose 3 lbs immediately. Extremely happy with results.""",
REV_000072,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_22,,"For Type 2 Diabetes ""I have taken Ozempic for four days and have not experienced any of the symptoms others are saying they have had with one exception: I am very tired. I am eating a little less but do not feel like some say they can't eat at all. My blood sugar is down to 110, and I have lost three pounds. So far I see only good things. I hope it stays that way as I want to lose about 30 pounds and not take metformin. Hopeful!""","For Type 2 Diabetes ""I have taken Ozempic for four days and have not experienced any of the symptoms others are saying they have had with one exception: I am very tired. I am eating a little less but do not feel like some say they can't eat at all. My blood sugar is down to 110, and I have lost three pounds. So far I see only good things. I hope it stays that way as I want to lose about 30 pounds and not take metformin. Hopeful!""",
REV_000073,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_23,,"For Type 2 Diabetes ""I have been on Ozempic for 13 weeks. I started out on 0.25 mg for 4 weeks, then moved up to 0.5 mg for 2 weeks, and then to the 1 mg. My A1C was 10.9 when I started the injection, and after 12 weeks, my A1C was 7.6. I have lost 34 lbs! I am feeling great, and I continue to lose weight. I am so thankful for this injection!""","For Type 2 Diabetes ""I have been on Ozempic for 13 weeks. I started out on 0.25 mg for 4 weeks, then moved up to 0.5 mg for 2 weeks, and then to the 1 mg. My A1C was 10.9 when I started the injection, and after 12 weeks, my A1C was 7.6. I have lost 34 lbs! I am feeling great, and I continue to lose weight. I am so thankful for this injection!""",
REV_000074,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_24,,"For Type 2 Diabetes ""Used Ozempic for 2 months, had to stop taking it. I had the most toxic reaction from any prescription drug I have ever taken. Terrible chemical-smelling burps, felt sick often, caused serious bowel problems. Will never take this drug again, benefits are not worth the grief.""","For Type 2 Diabetes ""Used Ozempic for 2 months, had to stop taking it. I had the most toxic reaction from any prescription drug I have ever taken. Terrible chemical-smelling burps, felt sick often, caused serious bowel problems. Will never take this drug again, benefits are not worth the grief.""",
REV_000075,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_25,,"For Cardiovascular Risk Reduction ""I just started Ozempic to help with weight loss. My first injection (0.25) was four days ago. I was nervous at first about injecting myself with anything. The needle doesn't hurt at all. I was also nervous about possible side effects after reading the reviews. I went through with it anyway and have had zero side effects. I'm pretty sure I've been eating less and haven't been as hungry. I think it has been curbing the hunger. I read one review that said to inject in the thigh, not the stomach, even though the instructions say either are fine, as well as the upper arm. My pharmacist recommended the stomach so that's what I did and I was completely fine. Here's hoping for some decent help with weight loss when used with eating better (and less) as well as some exercise. Make sure you refrigerate it. I didn't think to put it in the fridge until the next day and apparently my third pen (I got a 3-month supply) will have to be tossed, which is very sad given how pricey this is.""","For Cardiovascular Risk Reduction ""I just started Ozempic to help with weight loss. My first injection (0.25) was four days ago. I was nervous at first about injecting myself with anything. The needle doesn't hurt at all. I was also nervous about possible side effects after reading the reviews. I went through with it anyway and have had zero side effects. I'm pretty sure I've been eating less and haven't been as hungry. I think it has been curbing the hunger. I read one review that said to inject in the thigh, not the stomach, even though the instructions say either are fine, as well as the upper arm. My pharmacist recommended the stomach so that's what I did and I was completely fine. Here's hoping for some decent help with weight loss when used with eating better (and less) as well as some exercise. Make sure you refrigerate it. I didn't think to put it in the fridge until the next day and apparently my third pen (I got a 3-month supply) will have to be tossed, which is very sad given how pricey this is.""",
REV_000076,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_1,,"For Chronic Kidney Disease ""I have been on Ozempic for the past 1 1/2 months. Gradually increased from 0.25 mg for 4 weeks, then 0.5 mg since then. After reading other reviews, the best tip I found was injecting into my thigh instead of the abdomen. Mild nausea, backache, and constipation the first 2 weeks, and nothing now but the feeling of fullness soon after eating, about 75% as much as usual. I have less interest in sugary or fried foods and have lost 12 pounds, about 2 pounds a week. At 74, my Type 2 diabetes is diet-controlled with good A1C's, so my primary use is for weight loss and preserving kidney functioning. The tiny 27 gauge needle is painless, just wish I had discovered Ozempic sooner!""","For Chronic Kidney Disease ""I have been on Ozempic for the past 1 1/2 months. Gradually increased from 0.25 mg for 4 weeks, then 0.5 mg since then. After reading other reviews, the best tip I found was injecting into my thigh instead of the abdomen. Mild nausea, backache, and constipation the first 2 weeks, and nothing now but the feeling of fullness soon after eating, about 75% as much as usual. I have less interest in sugary or fried foods and have lost 12 pounds, about 2 pounds a week. At 74, my Type 2 diabetes is diet-controlled with good A1C's, so my primary use is for weight loss and preserving kidney functioning. The tiny 27 gauge needle is painless, just wish I had discovered Ozempic sooner!""",
REV_000077,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_2,,"For Cardiovascular Risk Reduction ""I've been taking Ozempic since August 2021 (so just over 6 months now). I’m taking it to help lose weight, currently at the 1mg dose with no negative side effects. The first month of taking Ozempic is a challenge. You will probably feel like crap, but once your body gets used to it, the medication works wonderfully. I’ve lost 45 pounds in 6 months, which is 15% of my body weight. As long as you count calories, this medication will definitely help. For me, it curbs my appetite drastically and stops “impulse” buying of junk food. It also helps with blood sugar, unlike dieting alone, I don’t get “hangry,” which is amazing. The needle is tiny and does not hurt at all.""","For Cardiovascular Risk Reduction ""I've been taking Ozempic since August 2021 (so just over 6 months now). I’m taking it to help lose weight, currently at the 1mg dose with no negative side effects. The first month of taking Ozempic is a challenge. You will probably feel like crap, but once your body gets used to it, the medication works wonderfully. I’ve lost 45 pounds in 6 months, which is 15% of my body weight. As long as you count calories, this medication will definitely help. For me, it curbs my appetite drastically and stops “impulse” buying of junk food. It also helps with blood sugar, unlike dieting alone, I don’t get “hangry,” which is amazing. The needle is tiny and does not hurt at all.""",
REV_000078,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_3,,"For Weight Loss ""This drug affects everyone differently, but for me, the side effects were too bad, and I had to stop after 2 weeks. It totally worked by killing my appetite and making me feel full, and after the first week, there were days I didn't even want to eat at all. I lost about 8 pounds in two weeks, which is great. However, during the 2nd week, I got the worst upset stomach of my life and almost went to the ER. I had intense diarrhea for an entire day, along with nausea, the chills, a swollen stomach, and then sweating. I had to take a sick day from work because I was also dizzy, and my heart was racing. It finally subsided about a day and a half, but it scared me so badly that I stopped taking the drug. Now I understand why it has a black box warning. I'm happy for the people who can use this without bad side effects. For me, I have a young child and demanding job. I can't go around with symptoms of food poisoning and try to act like I’m ok.""","For Weight Loss ""This drug affects everyone differently, but for me, the side effects were too bad, and I had to stop after 2 weeks. It totally worked by killing my appetite and making me feel full, and after the first week, there were days I didn't even want to eat at all. I lost about 8 pounds in two weeks, which is great. However, during the 2nd week, I got the worst upset stomach of my life and almost went to the ER. I had intense diarrhea for an entire day, along with nausea, the chills, a swollen stomach, and then sweating. I had to take a sick day from work because I was also dizzy, and my heart was racing. It finally subsided about a day and a half, but it scared me so badly that I stopped taking the drug. Now I understand why it has a black box warning. I'm happy for the people who can use this without bad side effects. For me, I have a young child and demanding job. I can't go around with symptoms of food poisoning and try to act like I’m ok.""",
REV_000079,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_4,,"For Cardiovascular Risk Reduction ""My doctor prescribed Ozempic last week and weighed me at 200 lbs. On Sept 19, I took my first injection starting off at 0.25 mg. I was expecting some symptoms the next day but nothing appeared. I only had 1 meal on Monday and that's about it. Next following days, I couldn't even feel hunger. I noticed that I have been eating less and less and I drink lots of water to keep me full. I'm on my 5th day now and I'm now at 196.2 lbs. I am amazed how this is really helping me. Next week, I am going to start my exercise. My goal is at least 30 minutes on the treadmill and work my way up. I'm going to get my second injection on the 26th and I can't wait! This is working for me!""","For Cardiovascular Risk Reduction ""My doctor prescribed Ozempic last week and weighed me at 200 lbs. On Sept 19, I took my first injection starting off at 0.25 mg. I was expecting some symptoms the next day but nothing appeared. I only had 1 meal on Monday and that's about it. Next following days, I couldn't even feel hunger. I noticed that I have been eating less and less and I drink lots of water to keep me full. I'm on my 5th day now and I'm now at 196.2 lbs. I am amazed how this is really helping me. Next week, I am going to start my exercise. My goal is at least 30 minutes on the treadmill and work my way up. I'm going to get my second injection on the 26th and I can't wait! This is working for me!""",
REV_000080,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_5,,"For Type 2 Diabetes ""Have been on Ozempic for 3 months. Minimal side effects. With a diet change (no more chips, booze, and candy) and exercise, I was able to reduce my A1C from 11 to 5.8. I lost 70 pounds. Ever since Ozempic, I find it keeps my sugar consistent at 110 or under, even on cheat days. Mild stomach pain. It has reduced my hunger as others commented. While I am responsible for much of weight loss, the Ozempic had a strong role in it as well.""","For Type 2 Diabetes ""Have been on Ozempic for 3 months. Minimal side effects. With a diet change (no more chips, booze, and candy) and exercise, I was able to reduce my A1C from 11 to 5.8. I lost 70 pounds. Ever since Ozempic, I find it keeps my sugar consistent at 110 or under, even on cheat days. Mild stomach pain. It has reduced my hunger as others commented. While I am responsible for much of weight loss, the Ozempic had a strong role in it as well.""",
REV_000081,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_6,,"For Type 2 Diabetes ""Take my comments for what they are worth since I changed many things in my life at the same time, but I think Ozempic is great. After 5 months, it reduced my A1c from 9.7 to 5.9. I lost almost 25 pounds. I am at 0.5mg, and it has drastically reduced my appetite. Between a smaller stomach and this drug, I often push my plate away before finishing, rarely a desire for dessert. Little to no side effects overall. Some stomach issues like constipation and bloating, but I can't rule out dietary changes being the cause as well. I went on a low-carb diet and really stuck to it for once and increased exercise a lot. The use of the Freestyle Libre Sensor really helped too! Being able to learn how things affect your blood sugar in real time is a great motivator to do the right thing, combine carbs with protein, etc. I am hoping to lower other meds I am on when I see my doctor next month. Once a week, a tiny needle (virtually pain-free) is a far better system than taking pills every day.""","For Type 2 Diabetes ""Take my comments for what they are worth since I changed many things in my life at the same time, but I think Ozempic is great. After 5 months, it reduced my A1c from 9.7 to 5.9. I lost almost 25 pounds. I am at 0.5mg, and it has drastically reduced my appetite. Between a smaller stomach and this drug, I often push my plate away before finishing, rarely a desire for dessert. Little to no side effects overall. Some stomach issues like constipation and bloating, but I can't rule out dietary changes being the cause as well. I went on a low-carb diet and really stuck to it for once and increased exercise a lot. The use of the Freestyle Libre Sensor really helped too! Being able to learn how things affect your blood sugar in real time is a great motivator to do the right thing, combine carbs with protein, etc. I am hoping to lower other meds I am on when I see my doctor next month. Once a week, a tiny needle (virtually pain-free) is a far better system than taking pills every day.""",
REV_000082,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_7,,"For Weight Loss ""My first dose made me sick as a dog two days after the injection. Nausea, felt like I could vomit, and kept swallowing over and over again. Cold chills, it was awful! I do not plan to continue. No pain, no gain. I’ll get my loss the old-fashioned way with proper diet and exercise. Never again want to feel this way on Ozempic.""","For Weight Loss ""My first dose made me sick as a dog two days after the injection. Nausea, felt like I could vomit, and kept swallowing over and over again. Cold chills, it was awful! I do not plan to continue. No pain, no gain. I’ll get my loss the old-fashioned way with proper diet and exercise. Never again want to feel this way on Ozempic.""",
REV_000083,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_8,,"For Type 2 Diabetes ""I have taken Ozempic for a month now, dosage being 0.25 once a week. At first, I didn’t really see any side effects or anything, but then one day I made the mistake and overate, resulting in constant gas, repeated burping, and an hour later, non-stop diarrhea. After that experience, I have learned never to do that again. I now usually eat a big breakfast and a snack later on throughout the day, which has helped me completely cut out soda. I originally started taking this because I was experiencing rapid weight gain. They checked my thyroid and said it was within normal limits, so they put me on Ozempic, and I am so glad. In the morning, I haven’t had a blood sugar reading over 130 in a month. I am looking forward to going back to my doctor to figure out my A1C. In total, I’ve lost 8 pounds in one month :)""","For Type 2 Diabetes ""I have taken Ozempic for a month now, dosage being 0.25 once a week. At first, I didn’t really see any side effects or anything, but then one day I made the mistake and overate, resulting in constant gas, repeated burping, and an hour later, non-stop diarrhea. After that experience, I have learned never to do that again. I now usually eat a big breakfast and a snack later on throughout the day, which has helped me completely cut out soda. I originally started taking this because I was experiencing rapid weight gain. They checked my thyroid and said it was within normal limits, so they put me on Ozempic, and I am so glad. In the morning, I haven’t had a blood sugar reading over 130 in a month. I am looking forward to going back to my doctor to figure out my A1C. In total, I’ve lost 8 pounds in one month :)""",
REV_000084,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_9,,"For Type 2 Diabetes ""I am a 70-year-old type 2 diabetic and was taking one Metformin 500 ER for the past year or so. My A1C was 11, and it dropped to 5.6 by changing my diet and taking the Metformin. My doctor wanted me to try Ozempic to help me lose weight and possibly eliminate the Metformin. The side effects were terrible right from the start. Nausea and diarrhea, no vomiting, just nausea. I started at 0.25 and am now up to 1.0. My appetite is gone completely. I have no desire to eat at all. When I do eat, I get full almost immediately. I have gone from 228 lb down to 202 lb in the six weeks I have been taking Ozempic. I'm thrilled with the weight loss, and the nausea and diarrhea have improved. However, I have almost stopped peeing. I go in the morning, then go all day into the evening without going. Since I suffer from incontinence, it's good, but I am worried that it might be damaging my kidneys. I hope I don't have to stop taking it, at least till I lose another 50 pounds or so.""","For Type 2 Diabetes ""I am a 70-year-old type 2 diabetic and was taking one Metformin 500 ER for the past year or so. My A1C was 11, and it dropped to 5.6 by changing my diet and taking the Metformin. My doctor wanted me to try Ozempic to help me lose weight and possibly eliminate the Metformin. The side effects were terrible right from the start. Nausea and diarrhea, no vomiting, just nausea. I started at 0.25 and am now up to 1.0. My appetite is gone completely. I have no desire to eat at all. When I do eat, I get full almost immediately. I have gone from 228 lb down to 202 lb in the six weeks I have been taking Ozempic. I'm thrilled with the weight loss, and the nausea and diarrhea have improved. However, I have almost stopped peeing. I go in the morning, then go all day into the evening without going. Since I suffer from incontinence, it's good, but I am worried that it might be damaging my kidneys. I hope I don't have to stop taking it, at least till I lose another 50 pounds or so.""",
REV_000085,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_10,,"For Weight Loss ""I was prescribed Ozempic for weight loss in Nov 2022. I started on 0.25 mg for one month. I found it slightly suppressed my appetite, and the side effects I had were awful heartburn, constipation, and sulfur burps. Sometimes I felt nauseous. I decided to stick with it anyway and increased to 0.5 mg after one month. The symptoms were the same but added in fatigue. A month later, I bumped up to 0.75, and the burps, fatigue, and heartburn subsided. I went to 1 mg two months later, and all symptoms disappeared. I started at 192 lbs on Nov 15th, and as of May 1st, I weigh 152 lbs. I found my sugar cravings disappeared once I started taking 1 mg. Up until then, I still craved sugary foods. I lost all interest in greasy food (fries, anything deep-fried, etc.) from 0.5 mg and up. I personally love Ozempic. The side effects at the beginning were worth it for me, but from the sounds of it, mine weren’t that bad. I have never once thrown up.""","For Weight Loss ""I was prescribed Ozempic for weight loss in Nov 2022. I started on 0.25 mg for one month. I found it slightly suppressed my appetite, and the side effects I had were awful heartburn, constipation, and sulfur burps. Sometimes I felt nauseous. I decided to stick with it anyway and increased to 0.5 mg after one month. The symptoms were the same but added in fatigue. A month later, I bumped up to 0.75, and the burps, fatigue, and heartburn subsided. I went to 1 mg two months later, and all symptoms disappeared. I started at 192 lbs on Nov 15th, and as of May 1st, I weigh 152 lbs. I found my sugar cravings disappeared once I started taking 1 mg. Up until then, I still craved sugary foods. I lost all interest in greasy food (fries, anything deep-fried, etc.) from 0.5 mg and up. I personally love Ozempic. The side effects at the beginning were worth it for me, but from the sounds of it, mine weren’t that bad. I have never once thrown up.""",
REV_000086,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_11,,"For Type 2 Diabetes ""This medicine did what it was supposed to. It lowered my A1C, but it also almost killed me off. I was so sick. I had to stop it. The worst medicine ever! I felt like I was reaching the end of my life. I couldn't do anything, couldn't eat, couldn't even get out of bed. I lost a lot of weight! My stomach hurt, my side hurt, my back hurt. I started feeling better once I quit taking it! I will never take it again! It almost felt like it was poisoning my entire body!""","For Type 2 Diabetes ""This medicine did what it was supposed to. It lowered my A1C, but it also almost killed me off. I was so sick. I had to stop it. The worst medicine ever! I felt like I was reaching the end of my life. I couldn't do anything, couldn't eat, couldn't even get out of bed. I lost a lot of weight! My stomach hurt, my side hurt, my back hurt. I started feeling better once I quit taking it! I will never take it again! It almost felt like it was poisoning my entire body!""",
REV_000087,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_12,,"For Type 2 Diabetes ""I've been taking Ozempic for about 2 months to lower my Diabetes 2. It's been great, my numbers were 200 to 300, they are now 100-134. My A1c was 9.8, it is now 6.1, and I've lost 12 lbs and still losing. I'm also taking Synjardy XR, a combination of (Metformin & Jardiance), my numbers are great. I eat extremely less on the Ozempic. My only side effect has been an occasional headache, but nausea was brutal. I was getting very nauseated after eating and taking Synjardy XR until I heard about ZOFRAN. Let me just say, if you have nausea and are taking Metformin with Ozempic, PLEASE ask your doctor for a prescription of ZOFRAN (I got the generic ONDANSETRON 4mg). I take it 20 minutes after I eat and have taken my metformin. I NO LONGER get nausea. Zofran will definitely help with nausea if you're feeling sick. You'll thank me later.""","For Type 2 Diabetes ""I've been taking Ozempic for about 2 months to lower my Diabetes 2. It's been great, my numbers were 200 to 300, they are now 100-134. My A1c was 9.8, it is now 6.1, and I've lost 12 lbs and still losing. I'm also taking Synjardy XR, a combination of (Metformin & Jardiance), my numbers are great. I eat extremely less on the Ozempic. My only side effect has been an occasional headache, but nausea was brutal. I was getting very nauseated after eating and taking Synjardy XR until I heard about ZOFRAN. Let me just say, if you have nausea and are taking Metformin with Ozempic, PLEASE ask your doctor for a prescription of ZOFRAN (I got the generic ONDANSETRON 4mg). I take it 20 minutes after I eat and have taken my metformin. I NO LONGER get nausea. Zofran will definitely help with nausea if you're feeling sick. You'll thank me later.""",
REV_000088,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_13,,"For Weight Loss ""I just completed my first 2 weeks. I want to lose 35-40 pounds. In the past year, I have gained a pound a month and have been steadily gaining weight every year for the past 7 years. I have previously tried Weight Watchers, increased activity, and calorie watching, and the only time I lost any weight was on less than 1300 calories a day. The first week, I lost 3.5 pounds, more weight than I had lost in the past 5 years even with calorie restriction. I inject in alternating thighs on Friday nights, just in case I have symptoms I can recover without work demands. I have always been gassy, so I cannot comment if there is a difference in the amount. I am noticing increased chest tenderness and muscle spasms. Restless legs are a thing! Taking magnesium once or twice a week also helps with moderate constipation. Reduced appetite, reduced sugar craving, but no impact on munchies. Makes it easier to choose healthier choices. Overall, happy with almost a 5-pound weight loss in 2 weeks. Minimal side effects and well worth it.""","For Weight Loss ""I just completed my first 2 weeks. I want to lose 35-40 pounds. In the past year, I have gained a pound a month and have been steadily gaining weight every year for the past 7 years. I have previously tried Weight Watchers, increased activity, and calorie watching, and the only time I lost any weight was on less than 1300 calories a day. The first week, I lost 3.5 pounds, more weight than I had lost in the past 5 years even with calorie restriction. I inject in alternating thighs on Friday nights, just in case I have symptoms I can recover without work demands. I have always been gassy, so I cannot comment if there is a difference in the amount. I am noticing increased chest tenderness and muscle spasms. Restless legs are a thing! Taking magnesium once or twice a week also helps with moderate constipation. Reduced appetite, reduced sugar craving, but no impact on munchies. Makes it easier to choose healthier choices. Overall, happy with almost a 5-pound weight loss in 2 weeks. Minimal side effects and well worth it.""",
REV_000089,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_14,,"For Type 2 Diabetes ""I have been prescribed Ozempic for weight loss secondary to type 2. I got nauseated with some loss of appetite at 0.25 mg dosage and adapted to it over a month. Lost 9 lbs in that month. I increased to 0.5 mg last Friday (it is Tuesday), and I am miserable. Non-stop nausea, burping, some pain in the stomach, constipated. I feel miserable. I am worried about the stomach pain being pancreatitis starting, so I am increasing my water. I haven't eaten in two days. I will not continue with this drug as I think this just cannot be a good thing to do to one's body.""","For Type 2 Diabetes ""I have been prescribed Ozempic for weight loss secondary to type 2. I got nauseated with some loss of appetite at 0.25 mg dosage and adapted to it over a month. Lost 9 lbs in that month. I increased to 0.5 mg last Friday (it is Tuesday), and I am miserable. Non-stop nausea, burping, some pain in the stomach, constipated. I feel miserable. I am worried about the stomach pain being pancreatitis starting, so I am increasing my water. I haven't eaten in two days. I will not continue with this drug as I think this just cannot be a good thing to do to one's body.""",
REV_000090,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_15,,"For Type 2 Diabetes ""On week 4 now, honestly, the first 2 weeks were a nightmare. Doctors don’t tell you to stay away from fatty foods and not to overeat. If they did, I wouldn’t have had the most horrible sulfur burps that made my eyes water, projectile vomiting, diarrhea, and stomach pain, not to mention constant nausea even during the night. I finally figured out not to eat too much and to avoid fatty foods completely! This was a game changer, and now I’m doing okay. I've lost 21 pounds so far, which is mad, but mostly because in 2 weeks I’ve eaten probably 4000 calories. I’m back to wanting to eat again but have to control myself or face the terrible consequences. Blood sugars are all over the place, as you can imagine, however, insulin sensitivity is way better. It just takes time to get used to. Hope this helps.""","For Type 2 Diabetes ""On week 4 now, honestly, the first 2 weeks were a nightmare. Doctors don’t tell you to stay away from fatty foods and not to overeat. If they did, I wouldn’t have had the most horrible sulfur burps that made my eyes water, projectile vomiting, diarrhea, and stomach pain, not to mention constant nausea even during the night. I finally figured out not to eat too much and to avoid fatty foods completely! This was a game changer, and now I’m doing okay. I've lost 21 pounds so far, which is mad, but mostly because in 2 weeks I’ve eaten probably 4000 calories. I’m back to wanting to eat again but have to control myself or face the terrible consequences. Blood sugars are all over the place, as you can imagine, however, insulin sensitivity is way better. It just takes time to get used to. Hope this helps.""",
REV_000091,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_16,,"For Type 2 Diabetes ""Started taking Ozempic for pre-diabetes and insulin resistance. This is the first medication I've ever taken for diabetes. A1c was 5.7. I increased the dose quickly at the doctor's recommendation if little to no side effects occurred. First dose 0.25 in the office. Second 0.5 a week later. Third dose at 1.0 a week after that. Only side effect I have is mild nausea. Appetite has disappeared, and I eat only when hungry and much smaller portions. Serious bloating when I eat too much, which is a great deterrent. Been on the medication for 4 weeks overall, 2 weeks at 1.0, weight dropped from 305 lbs. to 295 lbs. Still a little lethargic, but I was very lethargic before starting the medication. I feel like this medicine is a game changer for me. I love not thinking about food all of the time, only eating when hungry and not for pleasure, and losing weight. Will retest A1c in 2 months. Hopefully, the weight loss continues, and I caught the A1c level before it turns into full-blown diabetes.""","For Type 2 Diabetes ""Started taking Ozempic for pre-diabetes and insulin resistance. This is the first medication I've ever taken for diabetes. A1c was 5.7. I increased the dose quickly at the doctor's recommendation if little to no side effects occurred. First dose 0.25 in the office. Second 0.5 a week later. Third dose at 1.0 a week after that. Only side effect I have is mild nausea. Appetite has disappeared, and I eat only when hungry and much smaller portions. Serious bloating when I eat too much, which is a great deterrent. Been on the medication for 4 weeks overall, 2 weeks at 1.0, weight dropped from 305 lbs. to 295 lbs. Still a little lethargic, but I was very lethargic before starting the medication. I feel like this medicine is a game changer for me. I love not thinking about food all of the time, only eating when hungry and not for pleasure, and losing weight. Will retest A1c in 2 months. Hopefully, the weight loss continues, and I caught the A1c level before it turns into full-blown diabetes.""",
REV_000092,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_17,,"""I am pre-diabetic with high blood pressure, high triglycerides, and high cholesterol. I’ve taken Ozempic for 3 1/2 months to help me lose weight. My weight loss is 32 lbs. I am never hungry, and when I eat, my tummy gets full very quickly. Because I’m not hungry, I have used this time to learn the art of healthy eating. No fad diets or keto. My blood pressure is now normal, and I am off BP pills. My triglycerides dropped 150 points. I have had no side effects other than constipation. I now drink 3 liters of water each day and eat insoluble fiber to control it. My husband is diabetic and has been on it for 6 months. He experienced side effects such as nausea and dizzy spells, but it lasted around 3 months, and he no longer has them. His A1C was 9.5 before Ozempic and is now 6.7.""","""I am pre-diabetic with high blood pressure, high triglycerides, and high cholesterol. I’ve taken Ozempic for 3 1/2 months to help me lose weight. My weight loss is 32 lbs. I am never hungry, and when I eat, my tummy gets full very quickly. Because I’m not hungry, I have used this time to learn the art of healthy eating. No fad diets or keto. My blood pressure is now normal, and I am off BP pills. My triglycerides dropped 150 points. I have had no side effects other than constipation. I now drink 3 liters of water each day and eat insoluble fiber to control it. My husband is diabetic and has been on it for 6 months. He experienced side effects such as nausea and dizzy spells, but it lasted around 3 months, and he no longer has them. His A1C was 9.5 before Ozempic and is now 6.7.""",
REV_000093,Review_Platform,Drugs.com,Ozempic,Type 2 Diabetes,,user_18,,"For Cardiovascular Risk Reduction ""I have been taking Ozempic since March 12, 2022. I started at the .025 dose for 4 weeks. I had a little nausea, but nothing serious, and some constipation. I have now been on the .050 dose and have very little appetite, and no other symptoms have remained other than occasional constipation. I have to remind myself at times to eat. I have more energy than I have had in years and feel so much better in my clothes. Since March, I have lost 25 lbs. This has been a life changer for me as I feel so much better. I am still 45 pounds from my goal weight, but this drug has definitely helped me. I give the shot in my thighs, as I have read many comments on here to do so for fewer symptoms, and I believe that is why I have done so well.""","For Cardiovascular Risk Reduction ""I have been taking Ozempic since March 12, 2022. I started at the .025 dose for 4 weeks. I had a little nausea, but nothing serious, and some constipation. I have now been on the .050 dose and have very little appetite, and no other symptoms have remained other than occasional constipation. I have to remind myself at times to eat. I have more energy than I have had in years and feel so much better in my clothes. Since March, I have lost 25 lbs. This has been a life changer for me as I feel so much better. I am still 45 pounds from my goal weight, but this drug has definitely helped me. I give the shot in my thighs, as I have read many comments on here to do so for fewer symptoms, and I believe that is why I have done so well.""",
